http://dbpedia.org/resource/Gama_Aviation,Gama Charters Inc,-,GMA,GAMAMENA
http://dbpedia.org/resource/Gama_Aviation,Gama Charters Inc,-,GAJ,GAMA
http://dbpedia.org/resource/Gama_Aviation,Gama Charters Inc,-,GAJ,GAMAJET
http://dbpedia.org/resource/Gama_Aviation,Gama Charters Inc,-,GAJ,GAMAMENA
http://dbpedia.org/resource/Gama_Aviation,Gama Charters Inc,-,GSH,GAMA
http://dbpedia.org/resource/Gama_Aviation,Gama Charters Inc,-,GSH,GAMAJET
http://dbpedia.org/resource/Gama_Aviation,Gama Charters Inc,-,GSH,GAMAMENA
http://dbpedia.org/resource/Global_Supply_Systems,Global Supply Systems,XH,GSS,JET LIFT
http://dbpedia.org/resource/HD_Air_Ltd,HD Air Ltd,-,RPX,RAPEX
http://dbpedia.org/resource/Independence_Air,Independence Air,DH,IDE,INDEPENDENCE
http://dbpedia.org/resource/Isles_of_Scilly_Skybus,Isles of Scilly Skybus,5,IOS,SCILLONIA
http://dbpedia.org/resource/Janes_Aviation,Janes Aviation,-,JAN,JANES
http://dbpedia.org/resource/Jet2.com,Jet2,LS,EXS,CHANNEX
http://dbpedia.org/resource/KD_Air,KD Air,XC,KDC,KAY DEE
http://dbpedia.org/resource/Kavminvodyavia,Federal State Unitary Air Enterprise "Kavminvodyavia",KV,MVD,AIR MINVODY
http://dbpedia.org/resource/Loch_Lomond_Seaplanes,Loch Lomond Seaplanes,-,-,-
http://dbpedia.org/resource/Loganair,Loganair,LC,LOG,LOGAN
http://dbpedia.org/resource/London_Executive_Aviation,London Executive Aviation,-,LNX,LONEX
http://dbpedia.org/resource/Midway_Airlines_(1976%E2%80%931991),Midway Airlines,ML,MDW,MIDWAY
http://dbpedia.org/resource/Monarch_Airlines,Monarch Airlines,ZB,MON,MONARCH
http://dbpedia.org/resource/North-Wright_Airways,North-Wright Airways,HW,NWL,NORTHWRIGHT
http://dbpedia.org/resource/Precision_Air,Precision Air,PW,PRF,PRECISION AIR
http://dbpedia.org/resource/Regional_1,Regional 1,-,TSH,TRANSCANADA
http://dbpedia.org/resource/Regional_Pacific_Airlines,Regional Pacific Airlines,QT,-,-
http://dbpedia.org/resource/Skytrans_Airlines,Skytrans Airlines,Q6,SKP,SKYTRANS
http://dbpedia.org/resource/Southern_Winds_Airlines,Southern Winds Airlines,A4,SWD,SW
http://dbpedia.org/resource/Summit_Air,Summit Air,-,-,SUMMIT
http://dbpedia.org/resource/TAM_Airlines,TAM Airlines,JJ,TAM,TAM
http://dbpedia.org/resource/Tampa_Cargo,Tampa Cargo,QT,TPA,TAMPA
http://dbpedia.org/resource/Transmeridian_Air_Cargo,Transmeridian Air Cargo,KK,-,Transmeridian
http://dbpedia.org/resource/Travel_Service_Airlines,Travel Service Airlines,QS,TVS,SKYTRAVEL
http://dbpedia.org/resource/Aeral,Aeral,HS,-,Skytruck
http://dbpedia.org/resource/KLM_uk,KLM uk,UK,UKA,UKAY
http://dbpedia.org/resource/Kuban_Airlines,Kuban Airlines,GW,KIL,AIR KUBAN
http://dbpedia.org/resource/LAM_Mozambique_Airlines,LAMMozambique Airlines,TM,LAM,MOZAMBIQUE
http://dbpedia.org/resource/SBA_Airlines,SBA Airlines,S3,BBR,SANTA BARBARA
http://dbpedia.org/resource/Tyrolean_Airways,Tyrolean Airways,VO,TYR,TYROLEAN
http://dbpedia.org/resource/Varig_Log%C3%ADstica,VARIGLOG,LC,VLO,VELOG
http://dbpedia.org/resource/Zoom_Airlines,Zoom Airlines Inc.,Z4,OOM,ZOOM
http://dbpedia.org/resource/Finlantic,Finlantic,-,-,-
http://dbpedia.org/resource/ModiLuft,Modiluft,M9,MOD,Modiluft
http://dbpedia.org/resource/ExpressJet,ExpressJet,EV,ASQ,ACEY
http://dbpedia.org/resource/VIP_Ecuador,VIP Ecuador,V6,VUR,VIP
http://dbpedia.org/resource/ABSA_Cargo_Airline,ABSA Cargo Airline,M3,TUS,ABSA CARGO
http://dbpedia.org/resource/ABSA_Cargo_Airline,TAM Cargo,M3,TUS,ABSA CARGO
http://dbpedia.org/resource/ACES_Colombia,ACES,VX,AES,ACES
http://dbpedia.org/resource/ALMA_de_M%C3%A9xico,ALMA,4.0,MSO,ALMA
http://dbpedia.org/resource/AMC_Airlines,AMC Airlines,YJ,AMV,AMC Airlines
http://dbpedia.org/resource/Aero-Tropics_Air_Services,Aero-Tropics Air Services,HC,ATI,-
http://dbpedia.org/resource/AeroHonduras,AeroHonduras,4,HON,Aero Honduras
http://dbpedia.org/resource/AeroUnion,AeroUnion,6.0,TNO,AEROUNION
http://dbpedia.org/resource/Aero_Benin,Aero Benin,EM,AEB,AEROBEN
http://dbpedia.org/resource/Aero_Contractors_(Nigeria),Aero Contractors,AJ,NIG,AEROLINE
http://dbpedia.org/resource/Aerocaribe,Aerocaribe,QA,CBE,Aerocaribe
http://dbpedia.org/resource/Aerocondor,Aerocondor,2.0,ARD,AEROCONDOR
http://dbpedia.org/resource/Aerolinair,Aerolinair,-,ERN,Blue Hawk
http://dbpedia.org/resource/Aeroperlas,Aeroperlas,WL,APP,AEROPERLAS
http://dbpedia.org/resource/Aerosucre,AeroSucre,6.0,KRE,AEROSUCRE
http://dbpedia.org/resource/Affretair,Affretair,AG,AFM,AFRO
http://dbpedia.org/resource/Affretair,Affretair,ZL,AFM,AFRO
http://dbpedia.org/resource/African_Express_Airways,African Express Airways,XU,AXK,EXPRESS JET
http://dbpedia.org/resource/Aigle_Azur,Aigle Azur,ZI,AAF,AIGLE AZUR
http://dbpedia.org/resource/Air2there,air2there,F8,ATT,AIRTOTHERE
http://dbpedia.org/resource/AirAsia_X,AirAsia,D7,XAX,XANADU
http://dbpedia.org/resource/AirAsia_X,Penerbangan AirAsia X,D7,XAX,XANADU
http://dbpedia.org/resource/Air_Adriatic,Air Adriatic,n/a,AHR,ADRIATIC
http://dbpedia.org/resource/Air_Alliance,Air Alliance,3.0,AAQ,LIAISON
http://dbpedia.org/resource/Air_Alsie,Air Alsie,-,MMD,MERMAID
http://dbpedia.org/resource/Air_Anatolia,Air Anatolia,TD,NTL,AIR ANATOLIA
http://dbpedia.org/resource/Air_Arabia_Egypt,Air Arabia Egypt,E5,RBG,ARABIA EGYPT
http://dbpedia.org/resource/Air_Arabia_Maroc,Air Arabia Maroc,3,MAC,NAWRAS
http://dbpedia.org/resource/Air_Aruba,Air Aruba,FQ,ARU,ARUBA
http://dbpedia.org/resource/Air_Atlantis,Air Atlantis,EJ,AIA,AIR ATLANTIS
http://dbpedia.org/resource/Air_Bashkortostan,Air Bashkortostan,ZU,BBT,AGYDAL
http://dbpedia.org/resource/Air_Bissau,Air Bissau,TZ,GBU,TRANSBISSAU
http://dbpedia.org/resource/Air_Busan,AIR BUSAN,BX,ABL,AIR BUSAN
http://dbpedia.org/resource/Air_Cargo_Germany,Air Cargo Germany,6,ACX,LOADMASTER
http://dbpedia.org/resource/Air_Chathams,Air Chathams,CV,CVA,CHATHAM
http://dbpedia.org/resource/Air_Comet,Air Comet,A7,MPD,RED COMET
http://dbpedia.org/resource/Air_Corridor,Air Corridor,QC,CRD,AIR CORRIDOR
http://dbpedia.org/resource/Air_Djibouti,Air Djibouti,DY,DJU,AIR DJIB
http://dbpedia.org/resource/Air_Gabon,Air Gabon,GN,AGN,GOLF NOVEMBER
http://dbpedia.org/resource/Air_Georgian,Air Georgian Ltd.,ZX,GGN,GEORGIAN
http://dbpedia.org/resource/Air_Glaciers,Air Glaciers,-,AGV,AIR GLACIERS
http://dbpedia.org/resource/Air_Inuit,Air Inuit,3,AIE,INUIT
http://dbpedia.org/resource/Air_Italy,Air Italy,I9,AEY,AIR ITALY
http://dbpedia.org/resource/Air_Japan,Air Japan,NQ,AJX,AIR JAPAN
http://dbpedia.org/resource/Air_Kiribati,Air Kiribati,4.0,AKL,KIRIBATI
http://dbpedia.org/resource/Air_Labrador,Air Labrador,WJ,LAL,LAB AIR
http://dbpedia.org/resource/Air_Libya,Air Libya,7,TLR,AIR LIBYA
http://dbpedia.org/resource/Air_Littoral,Air Littoral,FU,LIT,Air Littoral
http://dbpedia.org/resource/Air_Macau,Air Macau,NX,AMU,AIR MACAU
http://dbpedia.org/resource/Air_Madrid,Air Madrid,NM,DRD,ALADA AIR
http://dbpedia.org/resource/Air_Nelson,Air Nelson,NZ,RLK,LINK
http://dbpedia.org/resource/Air_North,Air North,4.0,ANT,AIR NORTH
http://dbpedia.org/resource/Air_Norway,Air Norway,M3,NFA,NORTH FLYING
http://dbpedia.org/resource/Air_Orient,Air Orient,N/A,N/A,N/A
http://dbpedia.org/resource/Air_Panama,Air Panama,7,PST,TURISMO REGIONAL
http://dbpedia.org/resource/Air_People_International,Air People International,3,APG,AIR PEOPLE
http://dbpedia.org/resource/Air_Poland,Air Poland,-,AEI,POLISH BIRD
http://dbpedia.org/resource/Air_Rhodesia,Air Rhodesia,RH,N/A,Rhodesia
http://dbpedia.org/resource/Air_Santo_Domingo,Air Santo Domingo,EX,SDO,AIR SANTO DOMINGO
http://dbpedia.org/resource/Air_Scotland,Air Scotland,-,GRE,GREECE AIRWAYS
http://dbpedia.org/resource/Air_Service_Gabon,Air Service Gabon,X7,AGB,-
http://dbpedia.org/resource/Air_Sinai,Air Sinai,4,ASD,AIR SINAI
http://dbpedia.org/resource/Air_Sofia,Air Sofia,CT,SFB,AIR SOFIA
http://dbpedia.org/resource/Air_Srpska,Air Srpska,R6,SBK,AIR SRPSKA
http://dbpedia.org/resource/Air_Sylhet,Air Sylhet,SL,SHR,SYLHET
http://dbpedia.org/resource/Air_Tanzania,Air Tanzania,TC,ATC,TANZANIA
http://dbpedia.org/resource/Air_Timor,Air Timor,MI,-,-
http://dbpedia.org/resource/Air_Tindi,Air Tindi,DA,TID,Discovery
http://dbpedia.org/resource/Air_Van_Airlines,Air Van Airlines,-,VAR,-
http://dbpedia.org/resource/Air_Wales,Air Wales,6,AWW,RED DRAGON
http://dbpedia.org/resource/Airkenya_Express,Airkenya Express,P2,XAK,SUNEXPRESS
http://dbpedia.org/resource/Airlinair,Airlinair,AN,RLA,AIRLINAIR
http://dbpedia.org/resource/Airlines_PNG,Airlines PNG,CG,TOK,BALUS
http://dbpedia.org/resource/Airwaves_Airlink,Airwaves Airlink,-,WLA,AIRLIMITED
http://dbpedia.org/resource/Aklak_Air,Aklak Air,6.0,AKK,AKLAK
http://dbpedia.org/resource/Al_Rida_Airways,Al Rida Airways,-,LRW,AL RIDA
http://dbpedia.org/resource/Albatros_Airways,Albatros Airways,4,LBW,ALBANWAYS
http://dbpedia.org/resource/Alexandair,Alexandair,-,AXN,ALEXANDROS
http://dbpedia.org/resource/Alidaunia,Alidaunia,D4,LID,ALIDA
http://dbpedia.org/resource/Alkan_Air,Alkan Air,-,AKN,ALKAN AIR
http://dbpedia.org/resource/Allegheny_Airlines,Allegheny Airlines,AL,ALO,ALLEGHENY
http://dbpedia.org/resource/Almaty_Aviation,Almaty Aviation,6,LMT,ALMATY
http://dbpedia.org/resource/Amapola_Flyg,Amapola Flyg,-,APF,AMAPOLA
http://dbpedia.org/resource/Amber_Air,Amber Air,0.0,GNT,GINTA
http://dbpedia.org/resource/American_Flyers_Airline,American Flyers Airline,N/A,N/A*,N/A
